run_id,scenario,mode,seed,network,randomization_level,joint_tracking_rmse,tcp_position_error_m,tcp_orientation_error_deg,trajectory_duration_ms,max_joint_velocity,max_joint_acceleration,max_tcp_velocity,min_obstacle_distance_m,illegal_collision_count,illegal_collision_impulse,expected_contact_count,grasp_contact_count,object_slip_distance_m,object_drop_count,grasp_stability_duration_ms,final_object_position_error_m,object_detection_recall,pose_position_error_m,pose_orientation_error_deg,depth_valid_ratio,dropped_frame_count,sensor_latency_ms,sensor_timestamp_skew_ms,scene_confidence,real_time_factor,physics_steps,control_ticks,sensor_frames,wall_runtime_s,simulated,result_hash,task_success,result_status,task_completion_time_ms,cloud_invocation_count,fault_detection_latency_ms,recovery_latency_ms,uploaded_bytes,downloaded_bytes,retransmission_count,mode_switch_count,safety_stop
phase9-00000,S01_NORMAL_STATIC,PCSC,0,GOOD,MILD,0.26805904,0.29680185,0.11506761,750.0,0.38684965,0.10382257,0.67056502,0.12,0,0,0,0,0.0,0,400,0.29680185,1.0,0.00376552,0.376552,0.98493792,0,3.89762486,0.376552,0.96987584,0.0,180,1,1,0.0,True,147b079a301ef1d1fb0909a3512d2bdcea996aaf3556f6cc8bb9bece691c971e,True,SUCCESS,845,3,100,40,896,544,0,0,False
phase9-00001,S01_NORMAL_STATIC,PCSC,0,GOOD,MODERATE,0.26264331,0.28958773,0.11772407,750.0,0.26980632,0.09668,0.68335558,0.12,0,0,1,1,0.0,0,400,0.28958773,1.0,0.00588415,0.588415,0.9764634,0,6.01625486,0.588415,0.9529268,0.0,180,1,1,0.0,True,db8bbf75b43bd0940c738d67f56af318f0fddc642f8d20ec473ca527b95d6bdb,True,SUCCESS,845,3,100,40,896,544,0,0,False
phase9-00002,S01_NORMAL_STATIC,PCSC,0,GOOD,SEVERE,0.25745581,0.28351178,0.13159802,750.0,0.23831374,0.09490519,0.69532837,0.12,0,0,1,1,0.0,0,400,0.28351178,1.0,0.00906209,0.906209,0.96375164,0,9.19419486,0.906209,0.92750328,0.0,180,1,1,0.0,True,9f0e8fb77e6935a89beca37e3546a9854aef77d4053b944ec8813fd2b6341ddc,True,SUCCESS,845,3,100,40,896,544,0,0,False
phase9-00003,S01_NORMAL_STATIC,PCSC,0,NORMAL,MILD,0.26805904,0.29680185,0.11506761,750.0,0.38684965,0.10382257,0.67056502,0.12,0,0,0,0,0.0,0,400,0.29680185,1.0,0.00376552,0.376552,0.98493792,0,3.89762486,0.376552,0.96987584,0.0,180,1,1,0.0,True,147b079a301ef1d1fb0909a3512d2bdcea996aaf3556f6cc8bb9bece691c971e,True,SUCCESS,865,3,120,80,896,544,0,0,False
phase9-00004,S01_NORMAL_STATIC,PCSC,0,NORMAL,MODERATE,0.26264331,0.28958773,0.11772407,750.0,0.26980632,0.09668,0.68335558,0.12,0,0,1,1,0.0,0,400,0.28958773,1.0,0.00588415,0.588415,0.9764634,0,6.01625486,0.588415,0.9529268,0.0,180,1,1,0.0,True,db8bbf75b43bd0940c738d67f56af318f0fddc642f8d20ec473ca527b95d6bdb,True,SUCCESS,865,3,120,80,896,544,0,0,False
phase9-00005,S01_NORMAL_STATIC,PCSC,0,NORMAL,SEVERE,0.25745581,0.28351178,0.13159802,750.0,0.23831374,0.09490519,0.69532837,0.12,0,0,1,1,0.0,0,400,0.28351178,1.0,0.00906209,0.906209,0.96375164,0,9.19419486,0.906209,0.92750328,0.0,180,1,1,0.0,True,9f0e8fb77e6935a89beca37e3546a9854aef77d4053b944ec8813fd2b6341ddc,True,SUCCESS,865,3,120,80,896,544,0,0,False
phase9-00006,S01_NORMAL_STATIC,PCSC,0,DEGRADED,MILD,0.26805904,0.29680185,0.11506761,750.0,0.38684965,0.10382257,0.67056502,0.12,0,0,0,0,0.0,0,400,0.29680185,1.0,0.00376552,0.376552,0.98493792,0,3.89762486,0.376552,0.96987584,0.0,180,1,1,0.0,True,147b079a301ef1d1fb0909a3512d2bdcea996aaf3556f6cc8bb9bece691c971e,True,SUCCESS,945,3,200,240,896,544,1,0,False
phase9-00007,S01_NORMAL_STATIC,PCSC,0,DEGRADED,MODERATE,0.26264331,0.28958773,0.11772407,750.0,0.26980632,0.09668,0.68335558,0.12,0,0,1,1,0.0,0,400,0.28958773,1.0,0.00588415,0.588415,0.9764634,0,6.01625486,0.588415,0.9529268,0.0,180,1,1,0.0,True,db8bbf75b43bd0940c738d67f56af318f0fddc642f8d20ec473ca527b95d6bdb,True,SUCCESS,945,3,200,240,896,544,1,0,False
phase9-00008,S01_NORMAL_STATIC,PCSC,0,DEGRADED,SEVERE,0.25745581,0.28351178,0.13159802,750.0,0.23831374,0.09490519,0.69532837,0.12,0,0,1,1,0.0,0,400,0.28351178,1.0,0.00906209,0.906209,0.96375164,0,9.19419486,0.906209,0.92750328,0.0,180,1,1,0.0,True,9f0e8fb77e6935a89beca37e3546a9854aef77d4053b944ec8813fd2b6341ddc,True,SUCCESS,945,3,200,240,896,544,1,0,False
phase9-00009,S01_NORMAL_STATIC,PCSC,0,POOR,MILD,0.26805904,0.29680185,0.11506761,750.0,0.38684965,0.10382257,0.67056502,0.12,0,0,0,0,0.0,0,400,0.29680185,1.0,0.00376552,0.376552,0.98493792,0,3.89762486,0.376552,0.96987584,0.0,180,1,1,0.0,True,147b079a301ef1d1fb0909a3512d2bdcea996aaf3556f6cc8bb9bece691c971e,True,SUCCESS,1085,3,340,520,896,544,2,0,False
phase9-00010,S01_NORMAL_STATIC,PCSC,0,POOR,MODERATE,0.26264331,0.28958773,0.11772407,750.0,0.26980632,0.09668,0.68335558,0.12,0,0,1,1,0.0,0,400,0.28958773,1.0,0.00588415,0.588415,0.9764634,0,6.01625486,0.588415,0.9529268,0.0,180,1,1,0.0,True,db8bbf75b43bd0940c738d67f56af318f0fddc642f8d20ec473ca527b95d6bdb,True,SUCCESS,1085,3,340,520,896,544,2,0,False
phase9-00011,S01_NORMAL_STATIC,PCSC,0,POOR,SEVERE,0.25745581,0.28351178,0.13159802,750.0,0.23831374,0.09490519,0.69532837,0.12,0,0,1,1,0.0,0,400,0.28351178,1.0,0.00906209,0.906209,0.96375164,0,9.19419486,0.906209,0.92750328,0.0,180,1,1,0.0,True,9f0e8fb77e6935a89beca37e3546a9854aef77d4053b944ec8813fd2b6341ddc,True,SUCCESS,1085,3,340,520,896,544,2,0,False
phase9-00012,S01_NORMAL_STATIC,PCSC,0,SEVERE,MILD,0.26805904,0.29680185,0.11506761,750.0,0.38684965,0.10382257,0.67056502,0.12,0,0,0,0,0.0,0,400,0.29680185,1.0,0.00376552,0.376552,0.98493792,0,3.89762486,0.376552,0.96987584,0.0,180,1,1,0.0,True,147b079a301ef1d1fb0909a3512d2bdcea996aaf3556f6cc8bb9bece691c971e,True,SUCCESS,1245,3,500,840,896,544,3,0,False
phase9-00013,S01_NORMAL_STATIC,PCSC,0,SEVERE,MODERATE,0.26264331,0.28958773,0.11772407,750.0,0.26980632,0.09668,0.68335558,0.12,0,0,1,1,0.0,0,400,0.28958773,1.0,0.00588415,0.588415,0.9764634,0,6.01625486,0.588415,0.9529268,0.0,180,1,1,0.0,True,db8bbf75b43bd0940c738d67f56af318f0fddc642f8d20ec473ca527b95d6bdb,True,SUCCESS,1245,3,500,840,896,544,3,0,False
phase9-00014,S01_NORMAL_STATIC,PCSC,0,SEVERE,SEVERE,0.25745581,0.28351178,0.13159802,750.0,0.23831374,0.09490519,0.69532837,0.12,0,0,1,1,0.0,0,400,0.28351178,1.0,0.00906209,0.906209,0.96375164,0,9.19419486,0.906209,0.92750328,0.0,180,1,1,0.0,True,9f0e8fb77e6935a89beca37e3546a9854aef77d4053b944ec8813fd2b6341ddc,True,SUCCESS,1245,3,500,840,896,544,3,0,False
phase9-00015,S01_NORMAL_STATIC,PCSC,1,GOOD,MILD,0.26997796,0.30039498,0.12272169,750.0,0.4904569,0.10318796,0.66530936,0.12,0,0,1,1,0.0,0,400,0.30039498,1.0,0.00373185,0.373185,0.9850726,0,4.55346814,0.373185,0.9701452,0.0,180,1,1,0.0,True,9f6ac641dc7fd9e6a6a8294032e16ef4755eb6382a36f22457430f598063c68d,True,SUCCESS,845,3,100,40,896,544,0,0,False
phase9-00016,S01_NORMAL_STATIC,PCSC,1,GOOD,MODERATE,0.26469898,0.2939982,0.12768512,750.0,0.39046801,0.101711,0.67710203,0.12,0,0,1,1,0.0,0,400,0.2939982,1.0,0.00581008,0.581008,0.97675968,0,6.63169814,0.581008,0.95351936,0.0,180,1,1,0.0,True,59611db8fa2cb8f718dfff55fa84bf001fc84c73c536ec341376cb3ba74a153f,True,SUCCESS,845,3,100,40,896,544,0,0,False
phase9-00017,S01_NORMAL_STATIC,PCSC,1,GOOD,SEVERE,0.25920722,0.28816945,0.14087956,750.0,0.27460548,0.10029295,0.68892343,0.12,0,0,1,1,0.0,0,400,0.28816945,1.0,0.00892742,0.892742,0.96429032,0,9.74903814,0.892742,0.92858064,0.0,180,1,1,0.0,True,b4fe750aab5cf107230fd374944bba30fde3f2d1ba202a6f22083d5059e982aa,True,SUCCESS,845,3,100,40,896,544,0,0,False
phase9-00018,S01_NORMAL_STATIC,PCSC,1,NORMAL,MILD,0.26997796,0.30039498,0.12272169,750.0,0.4904569,0.10318796,0.66530936,0.12,0,0,1,1,0.0,0,400,0.30039498,1.0,0.00373185,0.373185,0.9850726,0,4.55346814,0.373185,0.9701452,0.0,180,1,1,0.0,True,9f6ac641dc7fd9e6a6a8294032e16ef4755eb6382a36f22457430f598063c68d,True,SUCCESS,865,3,120,80,896,544,0,0,False
phase9-00019,S01_NORMAL_STATIC,PCSC,1,NORMAL,MODERATE,0.26469898,0.2939982,0.12768512,750.0,0.39046801,0.101711,0.67710203,0.12,0,0,1,1,0.0,0,400,0.2939982,1.0,0.00581008,0.581008,0.97675968,0,6.63169814,0.581008,0.95351936,0.0,180,1,1,0.0,True,59611db8fa2cb8f718dfff55fa84bf001fc84c73c536ec341376cb3ba74a153f,True,SUCCESS,865,3,120,80,896,544,0,0,False
phase9-00020,S01_NORMAL_STATIC,PCSC,1,NORMAL,SEVERE,0.25920722,0.28816945,0.14087956,750.0,0.27460548,0.10029295,0.68892343,0.12,0,0,1,1,0.0,0,400,0.28816945,1.0,0.00892742,0.892742,0.96429032,0,9.74903814,0.892742,0.92858064,0.0,180,1,1,0.0,True,b4fe750aab5cf107230fd374944bba30fde3f2d1ba202a6f22083d5059e982aa,True,SUCCESS,865,3,120,80,896,544,0,0,False
phase9-00021,S01_NORMAL_STATIC,PCSC,1,DEGRADED,MILD,0.26997796,0.30039498,0.12272169,750.0,0.4904569,0.10318796,0.66530936,0.12,0,0,1,1,0.0,0,400,0.30039498,1.0,0.00373185,0.373185,0.9850726,0,4.55346814,0.373185,0.9701452,0.0,180,1,1,0.0,True,9f6ac641dc7fd9e6a6a8294032e16ef4755eb6382a36f22457430f598063c68d,True,SUCCESS,945,3,200,240,896,544,1,0,False
phase9-00022,S01_NORMAL_STATIC,PCSC,1,DEGRADED,MODERATE,0.26469898,0.2939982,0.12768512,750.0,0.39046801,0.101711,0.67710203,0.12,0,0,1,1,0.0,0,400,0.2939982,1.0,0.00581008,0.581008,0.97675968,0,6.63169814,0.581008,0.95351936,0.0,180,1,1,0.0,True,59611db8fa2cb8f718dfff55fa84bf001fc84c73c536ec341376cb3ba74a153f,True,SUCCESS,945,3,200,240,896,544,1,0,False
phase9-00023,S01_NORMAL_STATIC,PCSC,1,DEGRADED,SEVERE,0.25920722,0.28816945,0.14087956,750.0,0.27460548,0.10029295,0.68892343,0.12,0,0,1,1,0.0,0,400,0.28816945,1.0,0.00892742,0.892742,0.96429032,0,9.74903814,0.892742,0.92858064,0.0,180,1,1,0.0,True,b4fe750aab5cf107230fd374944bba30fde3f2d1ba202a6f22083d5059e982aa,True,SUCCESS,945,3,200,240,896,544,1,0,False
phase9-00024,S01_NORMAL_STATIC,PCSC,1,POOR,MILD,0.26997796,0.30039498,0.12272169,750.0,0.4904569,0.10318796,0.66530936,0.12,0,0,1,1,0.0,0,400,0.30039498,1.0,0.00373185,0.373185,0.9850726,0,4.55346814,0.373185,0.9701452,0.0,180,1,1,0.0,True,9f6ac641dc7fd9e6a6a8294032e16ef4755eb6382a36f22457430f598063c68d,True,SUCCESS,1085,3,340,520,896,544,2,0,False
phase9-00025,S01_NORMAL_STATIC,PCSC,1,POOR,MODERATE,0.26469898,0.2939982,0.12768512,750.0,0.39046801,0.101711,0.67710203,0.12,0,0,1,1,0.0,0,400,0.2939982,1.0,0.00581008,0.581008,0.97675968,0,6.63169814,0.581008,0.95351936,0.0,180,1,1,0.0,True,59611db8fa2cb8f718dfff55fa84bf001fc84c73c536ec341376cb3ba74a153f,True,SUCCESS,1085,3,340,520,896,544,2,0,False
phase9-00026,S01_NORMAL_STATIC,PCSC,1,POOR,SEVERE,0.25920722,0.28816945,0.14087956,750.0,0.27460548,0.10029295,0.68892343,0.12,0,0,1,1,0.0,0,400,0.28816945,1.0,0.00892742,0.892742,0.96429032,0,9.74903814,0.892742,0.92858064,0.0,180,1,1,0.0,True,b4fe750aab5cf107230fd374944bba30fde3f2d1ba202a6f22083d5059e982aa,True,SUCCESS,1085,3,340,520,896,544,2,0,False
phase9-00027,S01_NORMAL_STATIC,PCSC,1,SEVERE,MILD,0.26997796,0.30039498,0.12272169,750.0,0.4904569,0.10318796,0.66530936,0.12,0,0,1,1,0.0,0,400,0.30039498,1.0,0.00373185,0.373185,0.9850726,0,4.55346814,0.373185,0.9701452,0.0,180,1,1,0.0,True,9f6ac641dc7fd9e6a6a8294032e16ef4755eb6382a36f22457430f598063c68d,True,SUCCESS,1245,3,500,840,896,544,3,0,False
phase9-00028,S01_NORMAL_STATIC,PCSC,1,SEVERE,MODERATE,0.26469898,0.2939982,0.12768512,750.0,0.39046801,0.101711,0.67710203,0.12,0,0,1,1,0.0,0,400,0.2939982,1.0,0.00581008,0.581008,0.97675968,0,6.63169814,0.581008,0.95351936,0.0,180,1,1,0.0,True,59611db8fa2cb8f718dfff55fa84bf001fc84c73c536ec341376cb3ba74a153f,True,SUCCESS,1245,3,500,840,896,544,3,0,False
phase9-00029,S01_NORMAL_STATIC,PCSC,1,SEVERE,SEVERE,0.25920722,0.28816945,0.14087956,750.0,0.27460548,0.10029295,0.68892343,0.12,0,0,1,1,0.0,0,400,0.28816945,1.0,0.00892742,0.892742,0.96429032,0,9.74903814,0.892742,0.92858064,0.0,180,1,1,0.0,True,b4fe750aab5cf107230fd374944bba30fde3f2d1ba202a6f22083d5059e982aa,True,SUCCESS,1245,3,500,840,896,544,3,0,False
phase9-00030,S01_NORMAL_STATIC,PCSC,2,GOOD,MILD,0.26449591,0.28932156,0.0915477,750.0,0.31343571,0.09940494,0.67882957,0.12,0,0,1,1,0.0,0,400,0.28932156,1.0,0.00224263,0.224263,0.99102948,0,2.76537844,0.224263,0.98205896,0.0,180,1,1,0.0,True,55b233cc8a9067a5318d0dacda6cf47c8ad07ff0e647040305e32734189c7e68,True,SUCCESS,845,3,100,40,896,544,0,0,False
phase9-00031,S01_NORMAL_STATIC,PCSC,2,GOOD,MODERATE,0.2576842,0.27770706,0.07527023,750.0,0.24137806,0.09517325,0.69448766,0.12,0,0,1,1,0.0,0,400,0.27770706,1.0,0.00253379,0.253379,0.98986484,0,3.05653844,0.253379,0.97972968,0.0,180,1,1,0.0,True,d38e515451105def5b2eb144ea6507e122d70ce560d5142a02198a70ae4f14ea,True,SUCCESS,845,3,100,40,896,544,0,0,False
phase9-00032,S01_NORMAL_STATIC,PCSC,2,GOOD,SEVERE,0.25553924,0.27438544,0.07396071,750.0,0.23042647,0.09661104,0.6990735,0.12,0,0,1,1,0.0,0,400,0.27438544,1.0,0.00297052,0.297052,0.98811792,0,3.49326844,0.297052,0.97623584,0.0,180,1,1,0.0,True,0978dbdcbd5a9be893122c02837123bacf80c0b058a05ef8cf347523281911a3,True,SUCCESS,845,3,100,40,896,544,0,0,False
phase9-00033,S01_NORMAL_STATIC,PCSC,2,NORMAL,MILD,0.26449591,0.28932156,0.0915477,750.0,0.31343571,0.09940494,0.67882957,0.12,0,0,1,1,0.0,0,400,0.28932156,1.0,0.00224263,0.224263,0.99102948,0,2.76537844,0.224263,0.98205896,0.0,180,1,1,0.0,True,55b233cc8a9067a5318d0dacda6cf47c8ad07ff0e647040305e32734189c7e68,True,SUCCESS,865,3,120,80,896,544,0,0,False
phase9-00034,S01_NORMAL_STATIC,PCSC,2,NORMAL,MODERATE,0.2576842,0.27770706,0.07527023,750.0,0.24137806,0.09517325,0.69448766,0.12,0,0,1,1,0.0,0,400,0.27770706,1.0,0.00253379,0.253379,0.98986484,0,3.05653844,0.253379,0.97972968,0.0,180,1,1,0.0,True,d38e515451105def5b2eb144ea6507e122d70ce560d5142a02198a70ae4f14ea,True,SUCCESS,865,3,120,80,896,544,0,0,False
phase9-00035,S01_NORMAL_STATIC,PCSC,2,NORMAL,SEVERE,0.25553924,0.27438544,0.07396071,750.0,0.23042647,0.09661104,0.6990735,0.12,0,0,1,1,0.0,0,400,0.27438544,1.0,0.00297052,0.297052,0.98811792,0,3.49326844,0.297052,0.97623584,0.0,180,1,1,0.0,True,0978dbdcbd5a9be893122c02837123bacf80c0b058a05ef8cf347523281911a3,True,SUCCESS,865,3,120,80,896,544,0,0,False
phase9-00036,S01_NORMAL_STATIC,PCSC,2,DEGRADED,MILD,0.26449591,0.28932156,0.0915477,750.0,0.31343571,0.09940494,0.67882957,0.12,0,0,1,1,0.0,0,400,0.28932156,1.0,0.00224263,0.224263,0.99102948,0,2.76537844,0.224263,0.98205896,0.0,180,1,1,0.0,True,55b233cc8a9067a5318d0dacda6cf47c8ad07ff0e647040305e32734189c7e68,True,SUCCESS,945,3,200,240,896,544,1,0,False
phase9-00037,S01_NORMAL_STATIC,PCSC,2,DEGRADED,MODERATE,0.2576842,0.27770706,0.07527023,750.0,0.24137806,0.09517325,0.69448766,0.12,0,0,1,1,0.0,0,400,0.27770706,1.0,0.00253379,0.253379,0.98986484,0,3.05653844,0.253379,0.97972968,0.0,180,1,1,0.0,True,d38e515451105def5b2eb144ea6507e122d70ce560d5142a02198a70ae4f14ea,True,SUCCESS,945,3,200,240,896,544,1,0,False
phase9-00038,S01_NORMAL_STATIC,PCSC,2,DEGRADED,SEVERE,0.25553924,0.27438544,0.07396071,750.0,0.23042647,0.09661104,0.6990735,0.12,0,0,1,1,0.0,0,400,0.27438544,1.0,0.00297052,0.297052,0.98811792,0,3.49326844,0.297052,0.97623584,0.0,180,1,1,0.0,True,0978dbdcbd5a9be893122c02837123bacf80c0b058a05ef8cf347523281911a3,True,SUCCESS,945,3,200,240,896,544,1,0,False
phase9-00039,S01_NORMAL_STATIC,PCSC,2,POOR,MILD,0.26449591,0.28932156,0.0915477,750.0,0.31343571,0.09940494,0.67882957,0.12,0,0,1,1,0.0,0,400,0.28932156,1.0,0.00224263,0.224263,0.99102948,0,2.76537844,0.224263,0.98205896,0.0,180,1,1,0.0,True,55b233cc8a9067a5318d0dacda6cf47c8ad07ff0e647040305e32734189c7e68,True,SUCCESS,1085,3,340,520,896,544,2,0,False
phase9-00040,S01_NORMAL_STATIC,PCSC,2,POOR,MODERATE,0.2576842,0.27770706,0.07527023,750.0,0.24137806,0.09517325,0.69448766,0.12,0,0,1,1,0.0,0,400,0.27770706,1.0,0.00253379,0.253379,0.98986484,0,3.05653844,0.253379,0.97972968,0.0,180,1,1,0.0,True,d38e515451105def5b2eb144ea6507e122d70ce560d5142a02198a70ae4f14ea,True,SUCCESS,1085,3,340,520,896,544,2,0,False
phase9-00041,S01_NORMAL_STATIC,PCSC,2,POOR,SEVERE,0.25553924,0.27438544,0.07396071,750.0,0.23042647,0.09661104,0.6990735,0.12,0,0,1,1,0.0,0,400,0.27438544,1.0,0.00297052,0.297052,0.98811792,0,3.49326844,0.297052,0.97623584,0.0,180,1,1,0.0,True,0978dbdcbd5a9be893122c02837123bacf80c0b058a05ef8cf347523281911a3,True,SUCCESS,1085,3,340,520,896,544,2,0,False
phase9-00042,S01_NORMAL_STATIC,PCSC,2,SEVERE,MILD,0.26449591,0.28932156,0.0915477,750.0,0.31343571,0.09940494,0.67882957,0.12,0,0,1,1,0.0,0,400,0.28932156,1.0,0.00224263,0.224263,0.99102948,0,2.76537844,0.224263,0.98205896,0.0,180,1,1,0.0,True,55b233cc8a9067a5318d0dacda6cf47c8ad07ff0e647040305e32734189c7e68,True,SUCCESS,1245,3,500,840,896,544,3,0,False
phase9-00043,S01_NORMAL_STATIC,PCSC,2,SEVERE,MODERATE,0.2576842,0.27770706,0.07527023,750.0,0.24137806,0.09517325,0.69448766,0.12,0,0,1,1,0.0,0,400,0.27770706,1.0,0.00253379,0.253379,0.98986484,0,3.05653844,0.253379,0.97972968,0.0,180,1,1,0.0,True,d38e515451105def5b2eb144ea6507e122d70ce560d5142a02198a70ae4f14ea,True,SUCCESS,1245,3,500,840,896,544,3,0,False
phase9-00044,S01_NORMAL_STATIC,PCSC,2,SEVERE,SEVERE,0.25553924,0.27438544,0.07396071,750.0,0.23042647,0.09661104,0.6990735,0.12,0,0,1,1,0.0,0,400,0.27438544,1.0,0.00297052,0.297052,0.98811792,0,3.49326844,0.297052,0.97623584,0.0,180,1,1,0.0,True,0978dbdcbd5a9be893122c02837123bacf80c0b058a05ef8cf347523281911a3,True,SUCCESS,1245,3,500,840,896,544,3,0,False
phase9-00045,S01_NORMAL_STATIC,PCSC,3,GOOD,MILD,0.27094157,0.30479045,0.15221705,750.0,0.47080361,0.10777128,0.66335413,0.12,0,0,0,0,0.0,0,400,0.30479045,1.0,0.0067843,0.67843,0.9728628,0,9.33996503,0.67843,0.9457256,0.0,180,1,1,0.0,True,54fa99172768ddce76f193a28ac2178737f6f6e25dc98be6cf367f798c7dcda0,True,SUCCESS,845,3,100,40,896,544,0,0,False
phase9-00046,S01_NORMAL_STATIC,PCSC,3,GOOD,MODERATE,0.27042679,0.30985808,0.20174803,750.0,0.46890086,0.10645445,0.6641895,0.12,0,0,0,0,0.0,0,400,0.30985808,1.0,0.01252546,1.252546,0.94989816,0,15.08112503,1.252546,0.89979632,0.0,180,1,1,0.0,True,6d6b486bf0ed0d161bf7e1816f5806e5975ac48db29a7ad044d1cb72ea54a5f4,True,SUCCESS,845,3,100,40,896,544,0,0,False
phase9-00047,S01_NORMAL_STATIC,PCSC,3,GOOD,SEVERE,0.26997247,0.31798042,0.27826136,750.0,0.47295088,0.10006514,0.66467176,0.12,0,0,1,1,0.0,0,400,0.31798042,0.85,0.0211372,2.11372,0.9154512,1,23.69286503,2.11372,0.8309024,0.0,180,1,1,0.0,True,1739ae53eebb599f0f9b60b6bb7c29ad8685505e795bc23bedb03f80e341d6c0,True,SUCCESS,845,3,100,40,896,544,0,0,False
phase9-00048,S01_NORMAL_STATIC,PCSC,3,NORMAL,MILD,0.27094157,0.30479045,0.15221705,750.0,0.47080361,0.10777128,0.66335413,0.12,0,0,0,0,0.0,0,400,0.30479045,1.0,0.0067843,0.67843,0.9728628,0,9.33996503,0.67843,0.9457256,0.0,180,1,1,0.0,True,54fa99172768ddce76f193a28ac2178737f6f6e25dc98be6cf367f798c7dcda0,True,SUCCESS,865,3,120,80,896,544,0,0,False
phase9-00049,S01_NORMAL_STATIC,PCSC,3,NORMAL,MODERATE,0.27042679,0.30985808,0.20174803,750.0,0.46890086,0.10645445,0.6641895,0.12,0,0,0,0,0.0,0,400,0.30985808,1.0,0.01252546,1.252546,0.94989816,0,15.08112503,1.252546,0.89979632,0.0,180,1,1,0.0,True,6d6b486bf0ed0d161bf7e1816f5806e5975ac48db29a7ad044d1cb72ea54a5f4,True,SUCCESS,865,3,120,80,896,544,0,0,False
phase9-00050,S01_NORMAL_STATIC,PCSC,3,NORMAL,SEVERE,0.26997247,0.31798042,0.27826136,750.0,0.47295088,0.10006514,0.66467176,0.12,0,0,1,1,0.0,0,400,0.31798042,0.85,0.0211372,2.11372,0.9154512,1,23.69286503,2.11372,0.8309024,0.0,180,1,1,0.0,True,1739ae53eebb599f0f9b60b6bb7c29ad8685505e795bc23bedb03f80e341d6c0,True,SUCCESS,865,3,120,80,896,544,0,0,False
phase9-00051,S01_NORMAL_STATIC,PCSC,3,DEGRADED,MILD,0.27094157,0.30479045,0.15221705,750.0,0.47080361,0.10777128,0.66335413,0.12,0,0,0,0,0.0,0,400,0.30479045,1.0,0.0067843,0.67843,0.9728628,0,9.33996503,0.67843,0.9457256,0.0,180,1,1,0.0,True,54fa99172768ddce76f193a28ac2178737f6f6e25dc98be6cf367f798c7dcda0,True,SUCCESS,945,3,200,240,896,544,1,0,False
phase9-00052,S01_NORMAL_STATIC,PCSC,3,DEGRADED,MODERATE,0.27042679,0.30985808,0.20174803,750.0,0.46890086,0.10645445,0.6641895,0.12,0,0,0,0,0.0,0,400,0.30985808,1.0,0.01252546,1.252546,0.94989816,0,15.08112503,1.252546,0.89979632,0.0,180,1,1,0.0,True,6d6b486bf0ed0d161bf7e1816f5806e5975ac48db29a7ad044d1cb72ea54a5f4,True,SUCCESS,945,3,200,240,896,544,1,0,False
phase9-00053,S01_NORMAL_STATIC,PCSC,3,DEGRADED,SEVERE,0.26997247,0.31798042,0.27826136,750.0,0.47295088,0.10006514,0.66467176,0.12,0,0,1,1,0.0,0,400,0.31798042,0.85,0.0211372,2.11372,0.9154512,1,23.69286503,2.11372,0.8309024,0.0,180,1,1,0.0,True,1739ae53eebb599f0f9b60b6bb7c29ad8685505e795bc23bedb03f80e341d6c0,True,SUCCESS,945,3,200,240,896,544,1,0,False
phase9-00054,S01_NORMAL_STATIC,PCSC,3,POOR,MILD,0.27094157,0.30479045,0.15221705,750.0,0.47080361,0.10777128,0.66335413,0.12,0,0,0,0,0.0,0,400,0.30479045,1.0,0.0067843,0.67843,0.9728628,0,9.33996503,0.67843,0.9457256,0.0,180,1,1,0.0,True,54fa99172768ddce76f193a28ac2178737f6f6e25dc98be6cf367f798c7dcda0,True,SUCCESS,1085,3,340,520,896,544,2,0,False
phase9-00055,S01_NORMAL_STATIC,PCSC,3,POOR,MODERATE,0.27042679,0.30985808,0.20174803,750.0,0.46890086,0.10645445,0.6641895,0.12,0,0,0,0,0.0,0,400,0.30985808,1.0,0.01252546,1.252546,0.94989816,0,15.08112503,1.252546,0.89979632,0.0,180,1,1,0.0,True,6d6b486bf0ed0d161bf7e1816f5806e5975ac48db29a7ad044d1cb72ea54a5f4,True,SUCCESS,1085,3,340,520,896,544,2,0,False
phase9-00056,S01_NORMAL_STATIC,PCSC,3,POOR,SEVERE,0.26997247,0.31798042,0.27826136,750.0,0.47295088,0.10006514,0.66467176,0.12,0,0,1,1,0.0,0,400,0.31798042,0.85,0.0211372,2.11372,0.9154512,1,23.69286503,2.11372,0.8309024,0.0,180,1,1,0.0,True,1739ae53eebb599f0f9b60b6bb7c29ad8685505e795bc23bedb03f80e341d6c0,True,SUCCESS,1085,3,340,520,896,544,2,0,False
phase9-00057,S01_NORMAL_STATIC,PCSC,3,SEVERE,MILD,0.27094157,0.30479045,0.15221705,750.0,0.47080361,0.10777128,0.66335413,0.12,0,0,0,0,0.0,0,400,0.30479045,1.0,0.0067843,0.67843,0.9728628,0,9.33996503,0.67843,0.9457256,0.0,180,1,1,0.0,True,54fa99172768ddce76f193a28ac2178737f6f6e25dc98be6cf367f798c7dcda0,True,SUCCESS,1245,3,500,840,896,544,3,0,False
